file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,144,test_the_typed_tables_match_the_committed_derivation,"Typo guard one way, regeneration guard the other.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,162,test_the_27cc885_singleton_claim_is_refuted_by_the_tables,"The erratum, in executable form (design brief, owner-visible row).",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,181,test_a_derived_grid_cannot_carry_these_tests,"THE §5.2b TRAP, measured — so nobody 'simplifies' the literals away.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,213,test_the_predicates_disagree_on_a_real_deck,"I5.  The disagreement is real, and it is this many rows.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,218,test_the_disagreement_count_can_fail,RED TWIN for the precondition itself.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,239,test_select_broadcast_round_trip_is_exact,"I1 + I3.  ``star_broadcast(star_select(A), trs_reference=""star_row"") == A``, BIT-exact.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,263,test_the_round_trip_survives_non_monotone_first_occurrence,"I2.  gnppm's first-occurrence labels are [0, 2, 6, 8, 7].",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,287,test_sorted_label_order_breaks_the_round_trip,"RED TWIN for I2/I3 — the ``np.unique`` ordering, shown failing.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,311,test_the_wrong_flavour_error_is_entirely_off_diagonal,"I6.  THE 183.61 eV SIGNATURE, and why nothing caught it for a month.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,345,test_the_two_flavours_agree_when_no_star_begins_on_a_trs_row,"I5's other half, and I9's scope statement.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,365,test_an_unknown_trs_reference_refuses,"I7.  ``""auto""`` RAISES, naming both legal values.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,386,test_star_spread_sees_an_unconjugated_operand,RED TWIN.  Drop the conjugation and ``star_spread`` goes to O(1).,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,412,test_star_spread_sees_a_permuted_member,"S11 check 2, ported: the negative control from the uncollected gate.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,431,test_singleton_stars_contribute_nothing_to_the_spread,"``_spread_tables`` compares members, and a singleton has none.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,455,test_the_class_and_the_free_functions_are_bit_equal,G4.  Every ``KStarMap`` method against its free-function twin.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,482,test_the_identity_map_is_a_no_op_in_both_directions,"``KStarMap.identity`` — the symmetry-off path, byte-identical.",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,498,test_the_class_refuses_mismatched_index_shapes,RED TWIN.  ``irr_idx`` and ``sym_idx`` are the pair that must agree.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,509,test_from_sym_reads_the_two_tables_it_names,``KStarMap.from_sym`` on a SymMaps-shaped object.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,527,test_the_scissor_weight_orderings_hold_on_the_real_class,"G4.  ``tests/test_scissor_weights.py``'s two ordering assertions,",census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,556,test_spread_rel_returns_a_float_and_propagates_nan,S3.  ``sc_iteration.py:780`` is written ``not (spread <= tol)``.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,585,test_the_nan_check_can_fail,RED TWIN for the spelling above.,census only; classification in gate_blindness.md
services/symmetry_maps/tests/test_symmetry_maps_star_contract.py,597,test_the_helpers_keep_a_device_operand_on_the_device,"S11 check 4 at 1x1: same numbers, still a ``jax.Array``.",census only; classification in gate_blindness.md
tests/bench/test_sternheimer_jvp.py,225,test_bz_boundary_guard,,census only; classification in gate_blindness.md
tests/bench/test_sternheimer_jvp.py,251,test_forward_chi_symmetry,,census only; classification in gate_blindness.md
tests/bench/test_sternheimer_jvp.py,283,test_q_zero_jvp,,census only; classification in gate_blindness.md
tests/bench/test_sternheimer_jvp.py,304,test_finite_q_jvp,,census only; classification in gate_blindness.md
tests/multi_device/bispinor_exact_hartree_gate.py,54,main,,census only; classification in gate_blindness.md
tests/multi_device/bispinor_parent_faces_gate.py,10,main,"Compare both families in the Seitz gauge, removing the loader’s typed reciprocal phase.",census only; classification in gate_blindness.md
tests/multi_device/bispinor_parent_restart_gate.py,7,main,Canonical files restore both packed parent faces without changing a byte.,census only; classification in gate_blindness.md
tests/multi_device/bispinor_transverse_vertex_face_gate.py,76,check_vertex_build_g,,census only; classification in gate_blindness.md
tests/multi_device/bispinor_transverse_vertex_face_gate.py,141,check_sigma_sx_chain_face_matches_legacy,,census only; classification in gate_blindness.md
tests/multi_device/bispinor_transverse_vertex_face_gate.py,274,check_four_current_ordered_pair_all16,"Discriminate AB/BA, q/-q, and rectangular CT/TC orientations.",census only; classification in gate_blindness.md
tests/multi_device/eqp_invariance_cross_p.py,266,main,,census only; classification in gate_blindness.md
tests/multi_device/face_carrier_restart_gate.py,87,main,,census only; classification in gate_blindness.md
tests/multi_device/full_photon_head_sigma_gate.py,637,main,,census only; classification in gate_blindness.md
tests/multi_device/head_wings_face_gate.py,164,check_dynamic_wings,,census only; classification in gate_blindness.md
tests/multi_device/head_wings_face_gate.py,205,check_static_wings,,census only; classification in gate_blindness.md
tests/multi_device/head_wings_face_gate.py,238,check_lorentz_endpoints,Real-mesh endpoint-order and conjugation discriminator.,census only; classification in gate_blindness.md
tests/multi_device/head_wings_face_gate.py,325,check_bounded_residency,"The positive memory claim, measured -- and measured ISOLATED (this",census only; classification in gate_blindness.md
tests/multi_device/mtxel_callsite_gate.py,151,main,,census only; classification in gate_blindness.md
tests/multi_device/mtxel_vnl_scaling_probe.py,86,main,,census only; classification in gate_blindness.md
tests/multi_device/phdf5_padded_rank_write.py,347,main,,census only; classification in gate_blindness.md
tests/multi_device/rectangular_response_symmetry_gate.py,133,check_rectangular_response_symmetry,,census only; classification in gate_blindness.md
tests/multi_device/restart_sharded_parity.py,90,main,,census only; classification in gate_blindness.md
tests/multi_device/test_hartree_uneven_work.py,9,test_uneven_density_work_reaches_the_reduction,Six unit-occupied Bloch states give two electrons over three k rows.,census only; classification in gate_blindness.md
tests/multi_device/wfn_parent_stream_p4.py,352,main,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,59,test_internal_hint_is_mesh_rounded_and_window_capped,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,73,test_internal_hint_caps_below_sixteen_on_p1,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,90,test_band_chunk_bumped_when_smaller_than_world_size,User sets ``band_chunk_size=2`` on a 16-rank mesh — the planner,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,111,test_band_chunk_rounded_up_to_multiple_of_world_size,User sets ``band_chunk_size=20`` on an 8-rank mesh — round up,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,127,test_band_chunk_unchanged_when_already_valid,User sets ``band_chunk_size=32`` on a 16-rank mesh — already a,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,143,test_band_chunk_unchanged_on_single_device_mesh,``p_xy == 1`` ⇒ band axis is not sharded; no floor applies.,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,162,test_band_chunk_autopick_respects_world_size_floor,"Even with no user override, the planner's auto-pick must respect",census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,178,test_band_chunk_autopick_uses_full_zeta_window_when_it_fits,Explicit deck 0 retains the full-window-first planner ladder.,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,193,test_band_chunk_autopick_mesh_pads_full_zeta_window,P=4 transports 52 bands but leaves the logical window at 50.,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,208,test_band_chunk_deck_override_still_wins_over_full_window_default,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,227,test_band_chunk_capped_at_nb_total_or_world_size,"``band_chunk`` is clamped to ``max(nb_total, p_xy)``; if nb_total",census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,267,test_auto_solve_route_conservatively_prices_replicated_factors,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,275,test_nonreplicated_solve_routes_do_not_advertise_a_fake_q_batch,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,296,test_a_non_divisible_band_chunk_is_refused,,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,309,test_a_divisible_split_is_accepted,NOT-VOID control.  Without it the refusal above could be,census only; classification in gate_blindness.md
tests/test_band_chunk_size_floor.py,327,test_the_store_calls_the_guard_before_it_divides,"AST: the check must run BEFORE `bpd_per_bc` is formed, or it is",census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,60,test_gn_ppm_bispinor_takes_the_packed_route,,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,79,test_cohsex_bispinor_still_replaces_the_charge_sigma,,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,91,test_mpa_bispinor_does_not_take_the_packed_route,MPA has no independent static-role W; it must not be served silently.,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,107,test_scalar_decks_are_untouched_by_the_new_grammar,,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,120,test_the_hand_tt_overlay_is_refused_on_the_dynamic_packed_route,"The completion carries the TT head here too, so the overlay double counts.",census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,135,test_the_route_is_not_taken_when_its_dyson_solver_would_refuse,A route predicate must not claim a deck its screening owner refuses.,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,158,test_unnamed_linalg_uses_local_default_and_incumbent_route,,census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,179,test_photon_sigma_block_selection_is_validated,"A misspelled selection must refuse, not silently sum all sixteen.",census only; classification in gate_blindness.md
tests/test_bispinor_dynamic_packed_route.py,193,test_the_dispatch_asks_for_the_current_blocks_only,The dynamic branch must not re-sum the CC block the scalar Sigma owns.,census only; classification in gate_blindness.md
